,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sample_type,max_torque_rpm
889,maruti alto,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,TEST,3500.0
890,maruti wagon,2015,400000,22500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
891,hyundai elite,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,TEST,4000.0
892,maruti swift,2013,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190.0,5,TEST,2000.0
893,hyundai santro,2005,120000,190000,Petrol,Individual,Automatic,Second Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
894,ford ecosport,2015,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,TEST,3250.0
895,renault kwid,2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
896,volvo v,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,TEST,2750.0
897,mahindra scorpio,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,280.0,7,TEST,2800.0
898,hyundai i,2016,500000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
899,mahindra scorpio,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,280.0,7,TEST,2800.0
900,volkswagen jetta,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595,102.0,147.10500000000002,5,TEST,3800.0
901,maruti ertiga,2012,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,TEST,1750.0
902,maruti alto,2014,204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,TEST,3500.0
903,nissan sunny,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,134.0,5,TEST,4000.0
904,maruti wagon,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,TEST,3500.0
905,ford endeavour,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,385.0,7,TEST,2500.0
906,chevrolet enjoy,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,TEST,1750.0
907,mahindra xylo,2014,310000,160000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218.0,7,TEST,2600.0
908,maruti alto,2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,TEST,3000.0
909,chevrolet beat,2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,TEST,1750.0
910,maruti vitara,2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
911,hyundai verna,2014,545000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,TEST,2750.0
912,maruti alto,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,TEST,3500.0
913,hyundai i,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,111.7998,5,TEST,4000.0
914,ford endeavour,2011,850000,298000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,330.0,7,TEST,1800.0
915,lexus es,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,TEST,5200.0
916,maruti vitara,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
917,maruti sx,2015,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,200.0,5,TEST,1750.0
918,maruti vitara,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
919,maruti swift,2015,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,TEST,4200.0
920,toyota innova,2011,650000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.06279999999998,8,TEST,3400.0
921,toyota innova,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245.0,7,TEST,4000.0
922,hyundai i,2018,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
923,hyundai creta,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,TEST,2750.0
924,volkswagen vento,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,TEST,2500.0
925,maruti wagon,2017,440000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,TEST,3500.0
926,tata indica,2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0,122.5875,5,TEST,2500.0
927,renault kwid,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
928,maruti ritz,2011,270000,89000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,113.0,5,TEST,4500.0
929,chevrolet enjoy,2017,650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,TEST,1750.0
930,tata indica,2017,290000,40000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140.0,5,TEST,3000.0
931,ford endeavour,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470.0,7,TEST,2500.0
932,hyundai grand,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,TEST,4000.0
933,toyota fortuner,2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7,TEST,3400.0
934,mercedes benz,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,620.0,5,TEST,2400.0
935,maruti ritz,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,TEST,4000.0
936,bmw x,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,TEST,2500.0
937,maruti celerio,2018,470000,30000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90.0,5,TEST,3500.0
938,maruti wagon,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,TEST,3500.0
939,honda city,2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,TEST,1750.0
940,renault kwid,2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
941,hyundai santro,2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
942,volkswagen polo,2016,375000,120000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,110.0,5,TEST,4300.0
943,maruti swift,2017,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,TEST,4200.0
944,maruti std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,TEST,2500.0
945,hyundai grand,2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,113.75,5,TEST,4000.0
946,maruti sx,2014,425000,50000,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,200.0,5,TEST,1750.0
947,maruti alto,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,TEST,3500.0
948,maruti ertiga,2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7,TEST,1750.0
949,toyota camry,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,TEST,4500.0
950,maruti swift,2016,650000,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0,190.0,5,TEST,2000.0
951,honda mobilio,2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498,98.6,200.0,7,TEST,1750.0
952,maruti alto,2013,250000,27000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,TEST,3500.0
953,maruti ac,2005,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,TEST,2500.0
954,honda city,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,124.5489,5,TEST,2700.0
955,renault kwid,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
956,chevrolet spark,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3,5,TEST,4200.0
957,hyundai grand,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,TEST,4000.0
958,tata hexa,2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,TEST,2500.0
959,hyundai santro,1999,60000,140000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
960,skoda rapid,2017,860000,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5,TEST,2500.0
961,maruti s,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,TEST,1750.0
962,maruti alto,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,TEST,3500.0
963,hyundai creta,2019,950000,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7,5,TEST,2750.0
964,tata new,2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7,TEST,2700.0
965,maruti alto,2011,210000,35000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5,TEST,3500.0
966,honda city,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,146.0,5,TEST,4800.0
967,skoda kodiaq,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,340.0,7,TEST,3000.0
968,maruti alto,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,TEST,3000.0
969,tata zest,2017,484999,35000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190.0,5,TEST,3000.0
970,maruti swift,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,114.0,5,TEST,4000.0
971,maruti ertiga,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,TEST,1750.0
972,mahindra xuv,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,TEST,2800.0
973,hyundai i,2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.7,5,TEST,4000.0
974,toyota innova,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.06279999999998,8,TEST,3400.0
975,mahindra scorpio,2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7,TEST,2800.0
976,toyota fortuner,2017,2950000,50000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450.0,7,TEST,2400.0
977,hyundai eon,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14,5,TEST,3500.0
978,maruti swift,2014,600000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,TEST,2000.0
979,honda accord,2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354,144.0,196.14000000000001,5,TEST,4700.0
980,hyundai xcent,2018,480000,40000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,TEST,4000.0
981,hyundai santro,2001,33983,80000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
982,maruti swift,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,TEST,2000.0
983,mahindra bolero,2011,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,TEST,1500.0
984,maruti ritz,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,TEST,2000.0
985,honda city,2006,158000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,124.5489,5,TEST,2700.0
986,hyundai i,2013,459999,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5,TEST,2750.0
987,tata indigo,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,140.0,5,TEST,3000.0
988,maruti alto,2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,TEST,3500.0
989,maruti wagon,2008,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,TEST,3500.0
990,maruti alto,2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,TEST,3000.0
991,honda brio,2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,TEST,4500.0
992,maruti alto,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,TEST,3000.0
993,maruti dx,1999,52000,100000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,TEST,2500.0
994,maruti swift,2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,TEST,4000.0
995,hyundai i,2008,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,TEST,4500.0
996,hyundai i,2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
997,hyundai i,2009,340000,40000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
998,hyundai i,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5,TEST,4000.0
999,honda city,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,TEST,1750.0
